locality,region,pop,proper
roaring-river,nc,2662,Roaring River
robbins,nc,1198,Robbins
robbinsville,nc,544,Robbinsville
robersonville,nc,1243,Robersonville
rockingham,nc,9053,Rockingham
rockwell,nc,2319,Rockwell
rocky-mount,nc,53941,Rocky Mount
rocky-point,nc,11281,Rocky Point
rodanthe,nc,184,Rodanthe
roduco,nc,286,Roduco
rolesville,nc,10239,Rolesville
ronda,nc,440,Ronda
roper,nc,480,Roper
rose-hill,nc,1360,Rose Hill
roseboro,nc,1152,Roseboro
rosman,nc,723,Rosman
rougemont,nc,6857,Rougemont
rowland,nc,884,Rowland
roxboro,nc,8131,Roxboro
roxobel,nc,180,Roxobel
ruffin,nc,3433,Ruffin
rural-hall,nc,3414,Rural Hall
ruth,nc,347,Ruth
rutherford-college,nc,1216,Rutherford College
rutherfordton,nc,3642,Rutherfordton
saint-helena,nc,425,Saint Helena
saint-james,nc,6923,Saint James
saint-pauls,nc,2044,Saint Pauls
salemburg,nc,453,Salemburg
salisbury,nc,35490,Salisbury
salter-path,nc,207,Salter Path
saluda,nc,634,Saluda
salvo,nc,210,Salvo
sandy-creek,nc,271,Sandy Creek
sandy-ridge,nc,2295,Sandy Ridge
sandyfield,nc,426,Sandyfield
sanford,nc,30619,Sanford
sapphire,nc,1274,Sapphire
saratoga,nc,346,Saratoga
sawmills,nc,5023,Sawmills
saxapahaw,nc,40,Saxapahaw
scaly-mountain,nc,562,Scaly Mountain
scotland-neck,nc,1633,Scotland Neck
scottville,nc,186,Scottville
scranton,nc,164,Scranton
seaboard,nc,530,Seaboard
seagrove,nc,234,Seagrove
sealevel,nc,349,Sealevel
sedalia,nc,678,Sedalia
selma,nc,6604,Selma
semora,nc,1510,Semora
seven-devils,nc,317,Seven Devils
seven-springs,nc,55,Seven Springs
severn,nc,187,Severn
shallotte,nc,4363,Shallotte
shannon,nc,5065,Shannon
sharpsburg,nc,1697,Sharpsburg
shawboro,nc,1266,Shawboro
shelby,nc,21894,Shelby
sherrills-ford,nc,6731,Sherrills Ford
shiloh,nc,1097,Shiloh
siler-city,nc,7901,Siler City
siloam,nc,1307,Siloam
simpson,nc,395,Simpson
sims,nc,335,Sims
smithfield,nc,11783,Smithfield
smyrna,nc,734,Smyrna
sneads-ferry,nc,11666,Sneads Ferry
snow-camp,nc,6347,Snow Camp
snow-hill,nc,1468,Snow Hill
sophia,nc,5603,Sophia
south-mills,nc,4330,South Mills
southern-pines,nc,16078,Southern Pines
southern-shores,nc,3167,Southern Shores
southmont,nc,222,Southmont
southport,nc,4153,Southport
sparta,nc,1856,Sparta
speed,nc,63,Speed
spencer,nc,3299,Spencer
spindale,nc,4223,Spindale
spring-hope,nc,1317,Spring Hope
spring-lake,nc,11841,Spring Lake
spruce-pine,nc,2206,Spruce Pine
stacy,nc,153,Stacy
staley,nc,398,Staley
stallings,nc,16507,Stallings
stanfield,nc,1611,Stanfield
stanley,nc,4005,Stanley
stantonsburg,nc,751,Stantonsburg
star,nc,808,Star
state-road,nc,3059,State Road
statesville,nc,29186,Statesville
stedman,nc,1290,Stedman
stella,nc,1750,Stella
stem,nc,976,Stem
stokes,nc,1541,Stokes
stokesdale,nc,5946,Stokesdale
stoneville,nc,1314,Stoneville
stonewall,nc,214,Stonewall
stony-point,nc,5300,Stony Point
stovall,nc,332,Stovall
stumpy-point,nc,341,Stumpy Point
sugar-grove,nc,2292,Sugar Grove
sugar-mountain,nc,375,Sugar Mountain
summerfield,nc,11021,Summerfield
sunbury,nc,681,Sunbury
sunset-beach,nc,4281,Sunset Beach
supply,nc,11862,Supply
surf-city,nc,4107,Surf City
swannanoa,nc,11776,Swannanoa
swanquarter,nc,734,Swanquarter
swansboro,nc,3854,Swansboro
swepsonville,nc,2460,Swepsonville
sylva,nc,2597,Sylva
tabor-city,nc,3533,Tabor City
tar-heel,nc,89,Tar Heel
tarawa-terrace,nc,6841,Tarawa Terrace
tarboro,nc,10545,Tarboro
taylorsville,nc,2301,Taylorsville
taylortown,nc,647,Taylortown
teachey,nc,467,Teachey
terrell,nc,1456,Terrell
thomasville,nc,27255,Thomasville
thurmond,nc,1359,Thurmond
timberlake,nc,6935,Timberlake
tobaccoville,nc,2619,Tobaccoville
todd,nc,1571,Todd
topsail-beach,nc,479,Topsail Beach
topton,nc,914,Topton
townsville,nc,173,Townsville
traphill,nc,2038,Traphill
trent-woods,nc,4043,Trent Woods
trenton,nc,237,Trenton
trinity,nc,7067,Trinity
troutman,nc,3822,Troutman
troy,nc,2955,Troy
tryon,nc,1575,Tryon
tuckasegee,nc,1433,Tuckasegee
turkey,nc,212,Turkey
tyner,nc,1572,Tyner
union-grove,nc,2487,Union Grove
union-mills,nc,2142,Union Mills
unionville,nc,6768,Unionville
valdese,nc,4687,Valdese
vale,nc,10632,Vale
vanceboro,nc,866,Vanceboro
vandemere,nc,246,Vandemere
varnamtown,nc,538,Varnamtown
vass,nc,978,Vass
vilas,nc,4355,Vilas
waco,nc,314,Waco
wade,nc,642,Wade
wadesboro,nc,4988,Wadesboro
wagram,nc,613,Wagram
wake-forest,nc,49899,Wake Forest
walkertown,nc,5786,Walkertown
wallace,nc,3422,Wallace
wallburg,nc,3103,Wallburg
walnut-cove,nc,1593,Walnut Cove
walnut-creek,nc,1079,Walnut Creek
walstonburg,nc,194,Walstonburg
wanchese,nc,2009,Wanchese
warne,nc,365,Warne
warrensville,nc,1413,Warrensville
warrenton,nc,852,Warrenton
warsaw,nc,2707,Warsaw
washington,nc,9657,Washington
washington-park,nc,387,Washington Park
watha,nc,192,Watha
waves,nc,130,Waves
waxhaw,nc,21712,Waxhaw
waynesville,nc,10293,Waynesville
weaverville,nc,4624,Weaverville
webster,nc,375,Webster
weddington,nc,13508,Weddington
welcome,nc,260,Welcome
weldon,nc,1425,Weldon
wendell,nc,11596,Wendell
wentworth,nc,2667,Wentworth
wesley-chapel,nc,8899,Wesley Chapel
west-end,nc,8915,West End
west-jefferson,nc,1325,West Jefferson
westfield,nc,3025,Westfield
whispering-pines,nc,5113,Whispering Pines
whitakers,nc,633,Whitakers
white-lake,nc,843,White Lake
white-oak,nc,1825,White Oak
whiteville,nc,4672,Whiteville
whitsett,nc,590,Whitsett
whittier,nc,6137,Whittier
wilkesboro,nc,3662,Wilkesboro
willard,nc,4424,Willard
williamston,nc,5163,Williamston
williston,nc,26,Williston
willow-spring,nc,19011,Willow Spring
wilmington,nc,117792,Wilmington
wilson,nc,47574,Wilson
wilsons-mills,nc,2657,Wilsons Mills
windsor,nc,3413,Windsor
winfall,nc,556,Winfall
wingate,nc,4087,Wingate
winnabow,nc,6333,Winnabow
winston-salem,nc,273233,Winston Salem
winterville,nc,10661,Winterville
winton,nc,624,Winton
wise,nc,80,Wise
woodfin,nc,7992,Woodfin
woodland,nc,545,Woodland
woodleaf,nc,2017,Woodleaf
wrightsville-beach,nc,2446,Wrightsville Beach
yadkinville,nc,2988,Yadkinville
yanceyville,nc,1972,Yanceyville
youngsville,nc,2164,Youngsville
zebulon,nc,8000,Zebulon
zionville,nc,2582,Zionville
zirconia,nc,3358,Zirconia
abercrombie,nd,253,Abercrombie
absaraka,nd,0,Absaraka
adams,nd,125,Adams
agate,nd,10,Agate
alamo,nd,52,Alamo
alexander,nd,298,Alexander
alice,nd,43,Alice
almont,nd,95,Almont
alsen,nd,31,Alsen
ambrose,nd,17,Ambrose
amenia,nd,85,Amenia
amidon,nd,24,Amidon
anamoose,nd,222,Anamoose
aneta,nd,238,Aneta
antler,nd,20,Antler
ardoch,nd,31,Ardoch
argusville,nd,478,Argusville
arnegard,nd,267,Arnegard
arthur,nd,323,Arthur
arvilla,nd,418,Arvilla
ashley,nd,601,Ashley
ayr,nd,12,Ayr
baldwin,nd,705,Baldwin
balfour,nd,16,Balfour
balta,nd,64,Balta
bantry,nd,175,Bantry
barney,nd,40,Barney
bathgate,nd,48,Bathgate
beach,nd,989,Beach
belcourt,nd,5920,Belcourt
belfield,nd,978,Belfield
benedict,nd,65,Benedict
bergen,nd,12,Bergen
berlin,nd,32,Berlin
berthold,nd,481,Berthold
beulah,nd,3046,Beulah
binford,nd,167,Binford
bisbee,nd,106,Bisbee
bismarck,nd,74083,Bismarck
blanchard,nd,30,Blanchard
bottineau,nd,2219,Bottineau
bowbells,nd,289,Bowbells
bowdon,nd,136,Bowdon
bowman,nd,1425,Bowman
braddock,nd,18,Braddock
briarwood,nd,54,Briarwood
brinsmade,nd,28,Brinsmade
brocket,nd,33,Brocket
buchanan,nd,87,Buchanan
bucyrus,nd,16,Bucyrus
buffalo,nd,194,Buffalo
burlington,nd,1285,Burlington
butte,nd,67,Butte
buxton,nd,350,Buxton
caledonia,nd,69,Caledonia
calio,nd,6,Calio
calvin,nd,13,Calvin
cando,nd,1098,Cando
cannon-ball,nd,766,Cannon Ball
carpio,nd,142,Carpio
carrington,nd,2054,Carrington
carson,nd,254,Carson
cartwright,nd,309,Cartwright
casselton,nd,2457,Casselton
cathay,nd,21,Cathay
cavalier,nd,1239,Cavalier
cayuga,nd,38,Cayuga
center,nd,587,Center
chaseley,nd,60,Chaseley
christine,nd,150,Christine
churchs-ferry,nd,11,Churchs Ferry
cleveland,nd,58,Cleveland
clifford,nd,31,Clifford
cogswell,nd,71,Cogswell
coleharbor,nd,63,Coleharbor
colfax,nd,181,Colfax
columbus,nd,134,Columbus
conway,nd,14,Conway
cooperstown,nd,972,Cooperstown
courtenay,nd,38,Courtenay
crary,nd,113,Crary
crosby,nd,1062,Crosby
crystal,nd,113,Crystal
cummings,nd,138,Cummings
dahlen,nd,55,Dahlen
davenport,nd,255,Davenport
dawson,nd,74,Dawson
dazey,nd,77,Dazey
deering,nd,92,Deering
denhoff,nd,150,Denhoff
des-lacs,nd,186,Des Lacs
devils-lake,nd,7207,Devils Lake
dickey,nd,48,Dickey
dickinson,nd,25189,Dickinson
dodge,nd,85,Dodge
donnybrook,nd,75,Donnybrook
douglas,nd,93,Douglas
drake,nd,287,Drake
drayton,nd,749,Drayton
driscoll,nd,275,Driscoll
dunn-center,nd,227,Dunn Center
dunseith,nd,631,Dunseith
dwight,nd,79,Dwight
edgeley,nd,578,Edgeley
edinburg,nd,199,Edinburg
edmore,nd,139,Edmore
egeland,nd,32,Egeland
elgin,nd,545,Elgin
ellendale,nd,1100,Ellendale
elliott,nd,21,Elliott
emerado,nd,442,Emerado
enderlin,nd,866,Enderlin
epping,nd,79,Epping
erie,nd,77,Erie
esmond,nd,90,Esmond
fairdale,nd,28,Fairdale
fairfield,nd,181,Fairfield
fairmount,nd,342,Fairmount
fargo,nd,129510,Fargo
fessenden,nd,453,Fessenden
fingal,nd,92,Fingal
finley,nd,399,Finley
flasher,nd,217,Flasher
flaxton,nd,62,Flaxton
forbes,nd,40,Forbes
fordville,nd,204,Fordville
forest-river,nd,108,Forest River
forman,nd,501,Forman
fort-ransom,nd,99,Fort Ransom
fort-totten,nd,1256,Fort Totten
fort-yates,nd,172,Fort Yates
fortuna,nd,31,Fortuna
fredonia,nd,38,Fredonia
frontier,nd,194,Frontier
fullerton,nd,59,Fullerton
gackle,nd,286,Gackle
galesburg,nd,115,Galesburg
gardena,nd,23,Gardena
gardner,nd,128,Gardner
garrison,nd,1470,Garrison
gascoyne,nd,21,Gascoyne
gilby,nd,240,Gilby
gladstone,nd,265,Gladstone
glasston,nd,42,Glasston
glen-ullin,nd,729,Glen Ullin
glenburn,nd,400,Glenburn
glenfield,nd,95,Glenfield
golden-valley,nd,189,Golden Valley
golva,nd,85,Golva
goodrich,nd,110,Goodrich
grace-city,nd,52,Grace City
grafton,nd,4137,Grafton
grand-forks,nd,58676,Grand Forks
grand-forks-afb,nd,2113,Grand Forks Afb
grandin,nd,188,Grandin
grano,nd,10,Grano
granville,nd,233,Granville
grassy-butte,nd,318,Grassy Butte
great-bend,nd,52,Great Bend
grenora,nd,210,Grenora
gwinner,nd,924,Gwinner
hague,nd,68,Hague
halliday,nd,232,Halliday
hamberg,nd,12,Hamberg
hamilton,nd,44,Hamilton
hampden,nd,29,Hampden
hankinson,nd,920,Hankinson
hannaford,nd,124,Hannaford
hannah,nd,7,Hannah
hansboro,nd,16,Hansboro
harvey,nd,1611,Harvey
harwood,nd,804,Harwood
hatton,nd,713,Hatton
havana,nd,67,Havana
haynes,nd,16,Haynes
hazelton,nd,221,Hazelton
hazen,nd,2272,Hazen
hebron,nd,794,Hebron
hensel,nd,33,Hensel
hettinger,nd,1047,Hettinger
hillsboro,nd,1664,Hillsboro
hoople,nd,248,Hoople
hope,nd,275,Hope
horace,nd,3462,Horace
hunter,nd,332,Hunter
hurdsfield,nd,62,Hurdsfield
inkster,nd,38,Inkster
jamestown,nd,15815,Jamestown
jessie,nd,52,Jessie
jud,nd,65,Jud
karlsruhe,nd,87,Karlsruhe
kathryn,nd,65,Kathryn
keene,nd,293,Keene
kenmare,nd,944,Kenmare
kensal,nd,149,Kensal
kief,nd,7,Kief
killdeer,nd,914,Killdeer
kindred,nd,963,Kindred
kintyre,nd,299,Kintyre
knox,nd,21,Knox
kramer,nd,25,Kramer
kulm,nd,368,Kulm
lakota,nd,694,Lakota
lamoure,nd,1089,Lamoure
landa,nd,38,Landa
langdon,nd,1882,Langdon
lankin,nd,102,Lankin
lansford,nd,237,Lansford
larimore,nd,1237,Larimore
lawton,nd,16,Lawton
leal,nd,24,Leal
leeds,nd,428,Leeds
lefor,nd,71,Lefor
lehr,nd,82,Lehr
leith,nd,27,Leith
leonard,nd,246,Leonard
lidgerwood,nd,600,Lidgerwood
lignite,nd,139,Lignite
lincoln,nd,4330,Lincoln
linton,nd,1056,Linton
lisbon,nd,2194,Lisbon
litchville,nd,166,Litchville
loma,nd,9,Loma
loraine,nd,8,Loraine
ludden,nd,17,Ludden
luverne,nd,27,Luverne
maddock,nd,387,Maddock
maida,nd,0,Maida
makoti,nd,149,Makoti
mandan,nd,24402,Mandan
mandaree,nd,1171,Mandaree
manning,nd,321,Manning
mantador,nd,68,Mantador
manvel,nd,371,Manvel
mapleton,nd,1369,Mapleton
marion,nd,124,Marion
marmarth,nd,99,Marmarth
marshall,nd,21,Marshall
martin,nd,61,Martin
max,nd,330,Max
maxbass,nd,89,Maxbass
mayville,nd,1832,Mayville
mcclusky,nd,579,Mcclusky
mcgregor,nd,206,Mcgregor
mchenry,nd,229,Mchenry
mcleod,nd,180,Mcleod
mcville,nd,516,Mcville
medina,nd,269,Medina
medora,nd,117,Medora
mekinock,nd,263,Mekinock
menoken,nd,913,Menoken
mercer,nd,101,Mercer
michigan,nd,470,Michigan
michigan-city,nd,265,Michigan City
milnor,nd,618,Milnor
milton,nd,41,Milton
minnewaukan,nd,187,Minnewaukan
minot,nd,48127,Minot
minot-afb,nd,4943,Minot Afb
minto,nd,616,Minto
moffit,nd,288,Moffit
mohall,nd,687,Mohall
monango,nd,30,Monango
montpelier,nd,87,Montpelier
mooreton,nd,176,Mooreton
mott,nd,638,Mott
mountain,nd,72,Mountain
munich,nd,193,Munich
mylo,nd,21,Mylo
napoleon,nd,748,Napoleon
neche,nd,344,Neche
nekoma,nd,31,Nekoma
new-england,nd,678,New England
new-leipzig,nd,217,New Leipzig
new-rockford,nd,1347,New Rockford
new-salem,nd,1007,New Salem
new-town,nd,2731,New Town
newburg,nd,95,Newburg
niagara,nd,42,Niagara
nome,nd,51,Nome
noonan,nd,137,Noonan
north-river,nd,57,North River
northwood,nd,955,Northwood
norwich,nd,402,Norwich
oakes,nd,1757,Oakes
oberon,nd,94,Oberon
oriska,nd,111,Oriska
osnabrock,nd,101,Osnabrock
overly,nd,11,Overly
oxbow,nd,375,Oxbow
page,nd,189,Page
palermo,nd,124,Palermo
park-river,nd,1418,Park River
parshall,nd,930,Parshall
pekin,nd,76,Pekin
pembina,nd,505,Pembina
penn,nd,20,Penn
perth,nd,6,Perth
petersburg,nd,163,Petersburg
pettibone,nd,58,Pettibone
pick-city,nd,126,Pick City
pillsbury,nd,12,Pillsbury
pingree,nd,42,Pingree
pisek,nd,88,Pisek
plaza,nd,207,Plaza
portal,nd,121,Portal
portland,nd,580,Portland
powers-lake,nd,381,Powers Lake
prairie-rose,nd,57,Prairie Rose
raleigh,nd,98,Raleigh
ray,nd,703,Ray
reeder,nd,122,Reeder
regan,nd,35,Regan
regent,nd,168,Regent
reiles-acres,nd,803,Reiles Acres
reynolds,nd,271,Reynolds
rhame,nd,156,Rhame
richardton,nd,675,Richardton
riverdale,nd,222,Riverdale
robinson,nd,34,Robinson
rocklake,nd,92,Rocklake
rogers,nd,49,Rogers
rolette,nd,480,Rolette
rolla,nd,1205,Rolla
roseglen,nd,181,Roseglen
ross,nd,91,Ross
rugby,nd,2478,Rugby
ruso,nd,3,Ruso
rutland,nd,162,Rutland
ryder,nd,107,Ryder
saint-anthony,nd,255,Saint Anthony
saint-john,nd,321,Saint John
saint-michael,nd,1255,Saint Michael
saint-thomas,nd,317,Saint Thomas
sanborn,nd,161,Sanborn
sarles,nd,16,Sarles
sawyer,nd,319,Sawyer
scranton,nd,253,Scranton
selfridge,nd,122,Selfridge
sentinel-butte,nd,65,Sentinel Butte
sharon,nd,89,Sharon
sheldon,nd,94,Sheldon
sherwood,nd,186,Sherwood
sheyenne,nd,183,Sheyenne
shields,nd,108,Shields
sibley,nd,20,Sibley
solen,nd,69,Solen
souris,nd,39,Souris
south-heart,nd,398,South Heart
spiritwood,nd,212,Spiritwood
spiritwood-lake,nd,93,Spiritwood Lake
springbrook,nd,29,Springbrook
stanley,nd,2277,Stanley
stanton,nd,366,Stanton
starkweather,nd,99,Starkweather
steele,nd,656,Steele
sterling,nd,337,Sterling
stirum,nd,130,Stirum
strasburg,nd,372,Strasburg
streeter,nd,150,Streeter
surrey,nd,1364,Surrey
sutton,nd,99,Sutton
sykeston,nd,100,Sykeston
tappen,nd,213,Tappen
taylor,nd,225,Taylor
thompson,nd,1084,Thompson
tioga,nd,2065,Tioga
tokio,nd,286,Tokio
tolley,nd,40,Tolley
tolna,nd,133,Tolna
tower-city,nd,264,Tower City
towner,nd,471,Towner
trenton,nd,494,Trenton
turtle-lake,nd,540,Turtle Lake
tuttle,nd,59,Tuttle
underwood,nd,785,Underwood
upham,nd,133,Upham
valley-city,nd,6569,Valley City
velva,nd,1070,Velva
venturia,nd,20,Venturia
verona,nd,60,Verona
voltaire,nd,43,Voltaire
wahpeton,nd,8003,Wahpeton
walcott,nd,266,Walcott
wales,nd,9,Wales
walhalla,nd,899,Walhalla
warwick,nd,50,Warwick
washburn,nd,1295,Washburn
watford-city,nd,5866,Watford City
webster,nd,116,Webster
west-fargo,nd,39445,West Fargo
westhope,nd,382,Westhope
wheatland,nd,452,Wheatland
white-earth,nd,97,White Earth
wildrose,nd,107,Wildrose
williston,nd,27347,Williston
willow-city,nd,152,Willow City
wilton,nd,717,Wilton
wimbledon,nd,180,Wimbledon
wing,nd,133,Wing
wishek,nd,855,Wishek
wolford,nd,43,Wolford
woodworth,nd,45,Woodworth
wyndmere,nd,448,Wyndmere
york,nd,15,York
ypsilanti,nd,178,Ypsilanti
zahl,nd,70,Zahl
zap,nd,222,Zap
zeeland,nd,84,Zeeland
abie,ne,66,Abie
adams,ne,615,Adams
ainsworth,ne,1622,Ainsworth
albion,ne,1712,Albion
alda,ne,642,Alda
alexandria,ne,142,Alexandria
allen,ne,347,Allen
alliance,ne,8020,Alliance
alma,ne,1040,Alma
alvo,ne,114,Alvo
amelia,ne,57,Amelia
ames,ne,206,Ames
amherst,ne,200,Amherst
angora,ne,23,Angora
anoka,ne,12,Anoka
anselmo,ne,109,Anselmo
ansley,ne,459,Ansley
arapahoe,ne,994,Arapahoe
arcadia,ne,284,Arcadia
archer,ne,120,Archer
arlington,ne,1306,Arlington
arnold,ne,590,Arnold
arthur,ne,130,Arthur
ashby,ne,254,Ashby
ashland,ne,3199,Ashland
ashton,ne,195,Ashton
atkinson,ne,1306,Atkinson
atlanta,ne,101,Atlanta
auburn,ne,3461,Auburn
aurora,ne,4638,Aurora
avoca,ne,183,Avoca
axtell,ne,745,Axtell
ayr,ne,86,Ayr
bancroft,ne,491,Bancroft
barada,ne,20,Barada
barneston,ne,91,Barneston
bartlett,ne,108,Bartlett
bartley,ne,268,Bartley
bassett,ne,546,Bassett
battle-creek,ne,1171,Battle Creek
bayard,ne,1138,Bayard
bazile-mills,ne,24,Bazile Mills
beatrice,ne,12186,Beatrice
beaver-city,ne,537,Beaver City
beaver-crossing,ne,372,Beaver Crossing
bee,ne,170,Bee
beemer,ne,631,Beemer
belden,ne,111,Belden
belgrade,ne,103,Belgrade
bellevue,ne,63885,Bellevue
bellwood,ne,411,Bellwood
belvidere,ne,55,Belvidere
benedict,ne,202,Benedict
benkelman,ne,805,Benkelman
bennet,ne,1086,Bennet
bennington,ne,2005,Bennington
bertrand,ne,704,Bertrand
berwyn,ne,75,Berwyn
big-springs,ne,400,Big Springs
bingham,ne,58,Bingham
bladen,ne,202,Bladen
blair,ne,7851,Blair
bloomfield,ne,976,Bloomfield
bloomington,ne,112,Bloomington
blue-hill,ne,800,Blue Hill
blue-springs,ne,280,Blue Springs
boelus,ne,181,Boelus
boys-town,ne,548,Boys Town
bradshaw,ne,279,Bradshaw
brady,ne,379,Brady
brainard,ne,341,Brainard
brewster,ne,10,Brewster
bridgeport,ne,1469,Bridgeport
bristow,ne,70,Bristow
broadwater,ne,96,Broadwater
brock,ne,121,Brock
broken-bow,ne,3476,Broken Bow
brownville,ne,141,Brownville
brule,ne,326,Brule
bruning,ne,277,Bruning
bruno,ne,98,Bruno
brunswick,ne,154,Brunswick
burchard,ne,77,Burchard
burr,ne,52,Burr
burton,ne,10,Burton
burwell,ne,1098,Burwell
bushnell,ne,114,Bushnell
butte,ne,275,Butte
byron,ne,88,Byron
cairo,ne,811,Cairo
callaway,ne,561,Callaway
cambridge,ne,1073,Cambridge
campbell,ne,270,Campbell
carleton,ne,88,Carleton
carroll,ne,191,Carroll
cedar-bluffs,ne,619,Cedar Bluffs
cedar-creek,ne,471,Cedar Creek
cedar-rapids,ne,384,Cedar Rapids
center,ne,77,Center
central-city,ne,3040,Central City
ceresco,ne,932,Ceresco
chadron,ne,5157,Chadron
chambers,ne,286,Chambers
champion,ne,425,Champion
chapman,ne,259,Chapman
chappell,ne,849,Chappell
chester,ne,217,Chester
clarks,ne,344,Clarks
clarkson,ne,630,Clarkson
clatonia,ne,262,Clatonia
clay-center,ne,722,Clay Center
clearwater,ne,321,Clearwater
clinton,ne,42,Clinton
cody,ne,166,Cody
coleridge,ne,516,Coleridge
colon,ne,115,Colon
columbus,ne,24129,Columbus
comstock,ne,70,Comstock
concord,ne,122,Concord
cook,ne,324,Cook
cordova,ne,91,Cordova
cornlea,ne,34,Cornlea
cortland,ne,505,Cortland
cotesfield,ne,31,Cotesfield
cowles,ne,20,Cowles
cozad,ne,3912,Cozad
crab-orchard,ne,47,Crab Orchard
craig,ne,202,Craig
crawford,ne,826,Crawford
creighton,ne,1149,Creighton
creston,ne,173,Creston
crete,ne,6979,Crete
crofton,ne,773,Crofton
crookston,ne,71,Crookston
culbertson,ne,527,Culbertson
curtis,ne,818,Curtis
cushing,ne,34,Cushing
dakota-city,ne,2048,Dakota City
dalton,ne,287,Dalton
danbury,ne,75,Danbury
dannebrog,ne,274,Dannebrog
davenport,ne,312,Davenport
davey,ne,130,Davey
david-city,ne,3022,David City
dawson,ne,146,Dawson
daykin,ne,154,Daykin
de-witt,ne,517,De Witt
decatur,ne,410,Decatur
denton,ne,185,Denton
deshler,ne,727,Deshler
deweese,ne,43,Deweese
dickens,ne,118,Dickens
diller,ne,260,Diller
dix,ne,188,Dix
dixon,ne,77,Dixon
dodge,ne,592,Dodge
doniphan,ne,813,Doniphan
dorchester,ne,602,Dorchester
douglas,ne,170,Douglas
du-bois,ne,121,Du Bois
dunbar,ne,163,Dunbar
duncan,ne,389,Duncan
dunning,ne,84,Dunning
dwight,ne,228,Dwight
eagle,ne,1143,Eagle
eddyville,ne,84,Eddyville
edgar,ne,424,Edgar
edison,ne,110,Edison
elba,ne,193,Elba
elgin,ne,710,Elgin
elk-creek,ne,70,Elk Creek
elkhorn,ne,32570,Elkhorn
ellsworth,ne,30,Ellsworth
elm-creek,ne,982,Elm Creek
elmwood,ne,661,Elmwood
elsie,ne,99,Elsie
elsmere,ne,0,Elsmere
elwood,ne,631,Elwood
elyria,ne,51,Elyria
emerson,ne,811,Emerson
emmet,ne,49,Emmet
enders,ne,25,Enders
endicott,ne,113,Endicott
ericson,ne,90,Ericson
eustis,ne,395,Eustis
ewing,ne,377,Ewing
exeter,ne,519,Exeter
fairbury,ne,3900,Fairbury
fairfield,ne,328,Fairfield
fairmont,ne,589,Fairmont
falls-city,ne,4088,Falls City
farnam,ne,179,Farnam
farwell,ne,137,Farwell
filley,ne,122,Filley
firth,ne,657,Firth
fordyce,ne,132,Fordyce
fort-calhoun,ne,1112,Fort Calhoun
foster,ne,43,Foster
franklin,ne,936,Franklin
fremont,ne,27333,Fremont
friend,ne,931,Friend
fullerton,ne,1255,Fullerton
funk,ne,173,Funk
gandy,ne,33,Gandy
garland,ne,208,Garland
garrison,ne,56,Garrison
geneva,ne,2141,Geneva
genoa,ne,895,Genoa
gering,ne,8537,Gering
gibbon,ne,1879,Gibbon
gilead,ne,30,Gilead
giltner,ne,405,Giltner
glenvil,ne,265,Glenvil
goehner,ne,180,Goehner
gordon,ne,1494,Gordon
gothenburg,ne,3422,Gothenburg
grafton,ne,108,Grafton
grand-island,ne,52473,Grand Island
grant,ne,1175,Grant
greeley,ne,563,Greeley
greeley-center,ne,395,Greeley Center
greenwood,ne,604,Greenwood
gresham,ne,222,Gresham
gretna,ne,9238,Gretna
gross,ne,2,Gross
guide-rock,ne,199,Guide Rock
gurley,ne,185,Gurley
hadar,ne,288,Hadar
haigler,ne,144,Haigler
hallam,ne,275,Hallam
halsey,ne,64,Halsey
hamlet,ne,28,Hamlet
hampton,ne,433,Hampton
harbine,ne,53,Harbine
hardy,ne,93,Hardy
harrisburg,ne,458,Harrisburg
harrison,ne,238,Harrison
hartington,ne,1509,Hartington
harvard,ne,924,Harvard
hastings,ne,24958,Hastings
hay-springs,ne,589,Hay Springs
hayes-center,ne,223,Hayes Center
hazard,ne,61,Hazard
heartwell,ne,79,Heartwell
hebron,ne,1414,Hebron
hemingford,ne,768,Hemingford
henderson,ne,1094,Henderson
hendley,ne,22,Hendley
henry,ne,128,Henry
herman,ne,247,Herman
hershey,ne,643,Hershey
hickman,ne,2841,Hickman
hildreth,ne,379,Hildreth
holbrook,ne,202,Holbrook
holdrege,ne,5486,Holdrege
holstein,ne,187,Holstein
homer,ne,522,Homer
hooper,ne,828,Hooper
hordville,ne,133,Hordville
hoskins,ne,265,Hoskins
howells,ne,550,Howells
hubbard,ne,164,Hubbard
hubbell,ne,60,Hubbell
humboldt,ne,799,Humboldt
humphrey,ne,846,Humphrey
huntley,ne,33,Huntley
hyannis,ne,153,Hyannis
imperial,ne,2027,Imperial
inavale,ne,95,Inavale
indianola,ne,524,Indianola
inglewood,ne,372,Inglewood
inland,ne,20,Inland
inman,ne,100,Inman
ithaca,ne,161,Ithaca
jackson,ne,202,Jackson
